Gene	Gene name
ENSMUSG00000026358	Rgs1
ENSMUSG00000022221	Ripk3
ENSMUSG00000074129	Rpl13a
ENSMUSG00000003644	Rps6ka1
ENSMUSG00000038188	Scarf1
ENSMUSG00000025165	Sectm1a
ENSMUSG00000075702	Selm
ENSMUSG00000066363	Serpina3f
ENSMUSG00000041481	Serpina3g
ENSMUSG00000015149	Sirt2
ENSMUSG00000053318	Slamf8
ENSMUSG00000078439	Smim24
ENSMUSG00000028885	Smpdl3b
ENSMUSG00000024308	Tapbp
ENSMUSG00000038517	Tbkbp1
ENSMUSG00000001750	Tcirg1
ENSMUSG00000051969	Tlr11
ENSMUSG00000049488	Tmem67
ENSMUSG00000060519	Tor3a
ENSMUSG00000001924	Uba1
ENSMUSG00000038965	Ube2l3
ENSMUSG00000026353	Ubxn4
ENSMUSG00000021266	Wars
ENSMUSG00000037020	Wdr62
ENSMUSG00000025027	Xpnpep1
ENSMUSG00000022635	Zcrb1
ENSMUSG00000059518	Znhit1
ENSMUSG00000037072	42248
ENSMUSG00000107002	0610012G03Rik
ENSMUSG00000027637	1110008F13Rik
ENSMUSG00000049760	2410015M20Rik
ENSMUSG00000092486	2610524H06Rik
ENSMUSG00000058833	2810428I15Rik
ENSMUSG00000029482	Aacs
ENSMUSG00000029545	Acads
ENSMUSG00000018574	Acadvl
ENSMUSG00000021076	Actr10
ENSMUSG00000020288	Ahsa2
ENSMUSG00000001642	Akr1b3
ENSMUSG00000028393	Alad
ENSMUSG00000025135	Anapc11
ENSMUSG00000008036	Ap2s1
ENSMUSG00000050014	Apol10b
ENSMUSG00000079508	Apoo
ENSMUSG00000030654	Arl6ip1
ENSMUSG00000079426	Arpc4
ENSMUSG00000003559	As3mt
ENSMUSG00000025533	Asl
ENSMUSG00000037204	Atg101
ENSMUSG00000038295	Atg9b
ENSMUSG00000025428	Atp5a1
ENSMUSG00000000563	Atp5f1
ENSMUSG00000018770	Atp5g3
ENSMUSG00000022890	Atp5j
ENSMUSG00000022956	Atp5o
ENSMUSG00000019210	Atp6v1e1
ENSMUSG00000065990	Aurkaip1
ENSMUSG00000003873	Bax
ENSMUSG00000020650	Bcap29
ENSMUSG00000030814	Bcl7c
ENSMUSG00000047843	Bri3
ENSMUSG00000021660	Btf3
ENSMUSG00000020547	Bzw2
ENSMUSG00000014226	Cacybp
ENSMUSG00000019659	Ccdc12
ENSMUSG00000001416	Cct3
ENSMUSG00000007739	Cct4
ENSMUSG00000022234	Cct5
ENSMUSG00000056216	Cebpg
ENSMUSG00000030538	Cib1
ENSMUSG00000037710	Cisd1
ENSMUSG00000007041	Clic1
ENSMUSG00000014633	Cmc2
ENSMUSG00000032436	Cmtm7
ENSMUSG00000015759	Cnih1
ENSMUSG00000051671	Coa6
ENSMUSG00000036513	Commd2
ENSMUSG00000025917	Cops5
ENSMUSG00000036751	Cox6b1
ENSMUSG00000031924	Cyb5b
ENSMUSG00000022551	Cyc1
ENSMUSG00000032040	Dcps
ENSMUSG00000028447	Dctn3
ENSMUSG00000032002	Dcun1d5
ENSMUSG00000005481	Ddx39
ENSMUSG00000030225	Dera
ENSMUSG00000022048	Dpysl2
ENSMUSG00000020457	Drg1
ENSMUSG00000020483	Dynll2
ENSMUSG00000025465	Echs1
ENSMUSG00000001707	Eef1e1
ENSMUSG00000071644	Eef1g
ENSMUSG00000067194	Eif1ax
ENSMUSG00000028798	Eif3i
ENSMUSG00000027236	Eif3j1
ENSMUSG00000027613	Eif6
ENSMUSG00000040028	Elavl1
ENSMUSG00000055943	Emc7
ENSMUSG00000015337	Endog
ENSMUSG00000021131	Erh
ENSMUSG00000032381	Fam96a
ENSMUSG00000004018	Fancl
ENSMUSG00000025226	Fbxl15
ENSMUSG00000022184	Fbxo4
ENSMUSG00000005339	Fcer1a
ENSMUSG00000021243	Fcf1
ENSMUSG00000020949	Fkbp3
ENSMUSG00000030357	Fkbp4
ENSMUSG00000033751	Gadd45gip1
ENSMUSG00000037580	Gch1
ENSMUSG00000025858	Get4
ENSMUSG00000064317	Gm10146
ENSMUSG00000066487	Gm5786
ENSMUSG00000050490	Gm8394
ENSMUSG00000029713	Gnb2
ENSMUSG00000022561	Gpaa1
ENSMUSG00000031700	Gpt2
ENSMUSG00000029198	Grpel1
ENSMUSG00000060803	Gstp1
ENSMUSG00000034345	Gtf2h5
ENSMUSG00000079547	H2-DMb1
ENSMUSG00000060586	H2-Eb1
ENSMUSG00000037894	H2afz
ENSMUSG00000027018	Hat1
ENSMUSG00000038412	Higd1a
ENSMUSG00000020267	Hint1
ENSMUSG00000025630	Hprt
ENSMUSG00000021270	Hsp90aa1
ENSMUSG00000073676	Hspe1
ENSMUSG00000018858	Ict1
ENSMUSG00000027531	Impa1
ENSMUSG00000062867	Impdh2
ENSMUSG00000086784	Isoc2a
ENSMUSG00000052605	Isoc2b
ENSMUSG00000062352	Itgb1bp1
ENSMUSG00000074797	Itpa
ENSMUSG00000006021	Kptn
ENSMUSG00000050552	Lamtor4
ENSMUSG00000027968	Larp7
ENSMUSG00000030763	Lcmt1
ENSMUSG00000063229	Ldha
ENSMUSG00000031848	Lsm4
ENSMUSG00000035478	Mbd3
ENSMUSG00000000355	Mcts1
ENSMUSG00000020321	Mdh1
ENSMUSG00000038503	Mesdc2
ENSMUSG00000002580	Mien1
ENSMUSG00000033307	Mif
ENSMUSG00000026766	Mmadhc
ENSMUSG00000024902	Mrpl11
ENSMUSG00000039640	Mrpl12
ENSMUSG00000022370	Mrpl13
ENSMUSG00000033845	Mrpl15
ENSMUSG00000057388	Mrpl18
ENSMUSG00000029066	Mrpl20
ENSMUSG00000021607	Mrpl36
ENSMUSG00000003299	Mrpl4
ENSMUSG00000018882	Mrpl45
ENSMUSG00000054312	Mrps21
ENSMUSG00000029918	Mrps33
ENSMUSG00000046756	Mrps7
ENSMUSG00000028741	Mrto4
ENSMUSG00000027099	Mtx2
ENSMUSG00000031813	Mvb12a
ENSMUSG00000031388	Naa10
ENSMUSG00000059278	Naa38
ENSMUSG00000061315	Naca
ENSMUSG00000022574	Naprt
ENSMUSG00000022774	Ncbp2
ENSMUSG00000000399	Ndufa9
ENSMUSG00000070283	Ndufaf3
ENSMUSG00000027673	Ndufb5
ENSMUSG00000071014	Ndufb6
ENSMUSG00000025204	Ndufb8
ENSMUSG00000037152	Ndufc1
ENSMUSG00000030647	Ndufc2
ENSMUSG00000005510	Ndufs3
ENSMUSG00000059734	Ndufs8
ENSMUSG00000037916	Ndufv1
ENSMUSG00000024099	Ndufv2
ENSMUSG00000001056	Nhp2
ENSMUSG00000020736	Nt5c
ENSMUSG00000025817	Nudt5
ENSMUSG00000036992	Nxt1
ENSMUSG00000028964	Park7
ENSMUSG00000021496	Pcbd2
ENSMUSG00000021576	Pdcd6
ENSMUSG00000040374	Pex2
ENSMUSG00000024309	Pfdn6
ENSMUSG00000062070	Pgk1
ENSMUSG00000038845	Phb
ENSMUSG00000061360	Phf5a
ENSMUSG00000032171	Pin1
ENSMUSG00000029642	Polr1d
ENSMUSG00000029649	Pomp
ENSMUSG00000020089	Ppa1
ENSMUSG00000071866	Ppia
ENSMUSG00000028651	Ppie
ENSMUSG00000056612	Ppp1r14b
ENSMUSG00000030697	Ppp4c
ENSMUSG00000028691	Prdx1
ENSMUSG00000063800	Prpf38a
ENSMUSG00000030751	Psma1
ENSMUSG00000015671	Psma2
ENSMUSG00000060073	Psma3
ENSMUSG00000068749	Psma5
ENSMUSG00000027566	Psma7
ENSMUSG00000014769	Psmb1
ENSMUSG00000069744	Psmb3
ENSMUSG00000005779	Psmb4
ENSMUSG00000026750	Psmb7
ENSMUSG00000002102	Psmc3
ENSMUSG00000031429	Psmd10
ENSMUSG00000025487	Psmd13
ENSMUSG00000006998	Psmd2
ENSMUSG00000071072	Ptges3
ENSMUSG00000096199	Ptrhd1
ENSMUSG00000029507	Pus1
ENSMUSG00000015806	Qdpr
ENSMUSG00000027593	Raly
ENSMUSG00000029430	Ran
ENSMUSG00000005873	Reep5
ENSMUSG00000023104	Rfc2
ENSMUSG00000000751	Rpa1
ENSMUSG00000049751	Rpl36al
ENSMUSG00000091086	Rpl6l
ENSMUSG00000063888	Rpl7l1
ENSMUSG00000036781	Rps27l
ENSMUSG00000028495	Rps6
ENSMUSG00000041959	S100a10
ENSMUSG00000021963	Sap18
ENSMUSG00000020088	Sar1a
ENSMUSG00000020386	Sar1b
ENSMUSG00000074211	Sdhaf1
ENSMUSG00000009863	Sdhb
ENSMUSG00000000171	Sdhd
ENSMUSG00000030298	Sec13
ENSMUSG00000053317	Sec61b
ENSMUSG00000054766	Set
ENSMUSG00000078348	Sf3b5
ENSMUSG00000037361	Sf3b6
ENSMUSG00000031246	Sh3bgrl
ENSMUSG00000064326	Siva1
ENSMUSG00000032902	Slc16a1
ENSMUSG00000014606	Slc25a11
ENSMUSG00000051989	Smim11
ENSMUSG00000030512	Snrpa1
ENSMUSG00000027404	Snrpb
ENSMUSG00000027423	Snx5
ENSMUSG00000033735	Spr
ENSMUSG00000014504	Srp19
ENSMUSG00000029538	Srsf9
ENSMUSG00000026966	Ssna1
ENSMUSG00000003062	Stard3nl
ENSMUSG00000030224	Strap
ENSMUSG00000022205	Sub1
ENSMUSG00000052738	Suclg1
ENSMUSG00000022024	Sugt1
ENSMUSG00000020738	Sumo2
ENSMUSG00000045503	Sys1
ENSMUSG00000043866	Taf10
ENSMUSG00000068039	Tcp1
ENSMUSG00000003438	Timm50
ENSMUSG00000052428	Tmco1
ENSMUSG00000058569	Tmed9
ENSMUSG00000030615	Tmem126a
ENSMUSG00000006315	Tmem147
ENSMUSG00000021361	Tmem14c
ENSMUSG00000012422	Tmem167
ENSMUSG00000004945	Tmem242
ENSMUSG00000028398	Tmem261
ENSMUSG00000093904	Tomm20
ENSMUSG00000022427	Tomm22
ENSMUSG00000028998	Tomm7
ENSMUSG00000031887	Tradd
ENSMUSG00000026875	Traf1
ENSMUSG00000028898	Trnau1ap
ENSMUSG00000036752	Tubb4b
ENSMUSG00000005354	Txn2
ENSMUSG00000024583	Txnl1
ENSMUSG00000008348	Ubc
ENSMUSG00000074781	Ube2n
ENSMUSG00000062963	Ufc1
ENSMUSG00000089862	Umad1
ENSMUSG00000024208	Uqcc2
ENSMUSG00000025651	Uqcrc1
ENSMUSG00000038462	Uqcrfs1
ENSMUSG00000028955	Vamp3
ENSMUSG00000024091	Vapa
ENSMUSG00000028452	Vcp
ENSMUSG00000020402	Vdac1
ENSMUSG00000075053	Vdac3-ps1
ENSMUSG00000021124	Vti1b
ENSMUSG00000057375	Yipf1
ENSMUSG00000026276	37500
ENSMUSG00000054091	1810037I17Rik
ENSMUSG00000021550	2210016F16Rik
ENSMUSG00000021807	2700060E02Rik
ENSMUSG00000031960	Aars
ENSMUSG00000026003	Acadl
ENSMUSG00000022477	Aco2
ENSMUSG00000024981	Acsl5
ENSMUSG00000056413	Adap1
ENSMUSG00000002844	Adprh
ENSMUSG00000031967	Afg3l1
ENSMUSG00000031467	Agpat5
ENSMUSG00000027597	Ahcy
ENSMUSG00000028792	Ak2
ENSMUSG00000028692	Akr1a1
ENSMUSG00000035561	Aldh1b1
ENSMUSG00000033809	Alg3
ENSMUSG00000028333	Anp32b
ENSMUSG00000032231	Anxa2
ENSMUSG00000027712	Anxa5
ENSMUSG00000021950	Anxa8
ENSMUSG00000004849	Ap1s1
ENSMUSG00000035960	Apex1
ENSMUSG00000015750	Aph1a
ENSMUSG00000025525	Apool
ENSMUSG00000006589	Aprt
ENSMUSG00000007656	Arpp19
ENSMUSG00000003072	Atp5d
ENSMUSG00000024232	Bambi
ENSMUSG00000024844	Banf1
ENSMUSG00000026630	Batf3
ENSMUSG00000052712	BC004004
ENSMUSG00000089929	Bcl2a1b
ENSMUSG00000099974	Bcl2a1d
ENSMUSG00000001999	Blvra
ENSMUSG00000071657	Bscl2
ENSMUSG00000023988	Bysl
ENSMUSG00000018446	C1qbp
ENSMUSG00000001175	Calm1
ENSMUSG00000003814	Calr
ENSMUSG00000020368	Canx
ENSMUSG00000026509	Capn2
ENSMUSG00000015733	Capza2
ENSMUSG00000025888	Casp1
ENSMUSG00000031779	Ccl22
ENSMUSG00000025613	Cct8
ENSMUSG00000044303	Cdkn2a
ENSMUSG00000040774	Cept1
ENSMUSG00000021537	Cetn3
ENSMUSG00000031954	Cfdp1
ENSMUSG00000040809	Chil3
ENSMUSG00000024644	Cndp2
ENSMUSG00000025381	Cnpy2
ENSMUSG00000044881	Coa4
ENSMUSG00000055681	Cope
ENSMUSG00000028247	Coq3
ENSMUSG00000030652	Coq7
ENSMUSG00000003762	Coq8b
ENSMUSG00000031827	Cotl1
ENSMUSG00000061518	Cox5b
ENSMUSG00000023272	Creld2
ENSMUSG00000030560	Ctsc
ENSMUSG00000016256	Ctsz
ENSMUSG00000036748	Cuedc2
ENSMUSG00000004096	Cwc15
ENSMUSG00000006519	Cyba
ENSMUSG00000022174	Dad1
ENSMUSG00000026385	Dbi
ENSMUSG00000039450	Dcxr
ENSMUSG00000037149	Ddx1
ENSMUSG00000023106	Denr
ENSMUSG00000012117	Dhdds
ENSMUSG00000028410	Dnaja1
ENSMUSG00000004460	Dnajb11
ENSMUSG00000026209	Dnpep
ENSMUSG00000001229	Dpp9
ENSMUSG00000057531	Dtnbp1
ENSMUSG00000057469	E2f6
ENSMUSG00000031168	Ebp
ENSMUSG00000022842	Ece2
ENSMUSG00000053898	Ech1
ENSMUSG00000038312	Edem2
ENSMUSG00000057561	Eif1a
ENSMUSG00000029388	Eif2b1
ENSMUSG00000004788	Eif2b2
ENSMUSG00000021116	Eif2s1
ENSMUSG00000074656	Eif2s2
ENSMUSG00000056076	Eif3b
ENSMUSG00000016554	Eif3d
ENSMUSG00000033047	Eif3l
ENSMUSG00000059796	Eif4a1
ENSMUSG00000025580	Eif4a3
ENSMUSG00000028156	Eif4e
ENSMUSG00000026254	Eif4e2
ENSMUSG00000078812	Eif5a
ENSMUSG00000013822	Elof1
ENSMUSG00000006390	Elovl1
ENSMUSG00000040212	Emp3
ENSMUSG00000063524	Eno1
ENSMUSG00000029616	Erp29
ENSMUSG00000024360	Etf1
ENSMUSG00000032314	Etfa
ENSMUSG00000064254	Ethe1
ENSMUSG00000027714	Exosc9
ENSMUSG00000027459	Fam110a
ENSMUSG00000029001	Fbxo44
ENSMUSG00000032867	Fbxw8
ENSMUSG00000056629	Fkbp2
ENSMUSG00000028673	Fuca1
ENSMUSG00000025466	Fuom
ENSMUSG00000028010	Gar1
ENSMUSG00000029777	Gars
ENSMUSG00000034424	Gcsh
ENSMUSG00000057123	Gja5
ENSMUSG00000001418	Glmp
ENSMUSG00000017286	Glod4
ENSMUSG00000031068	Glrx3
ENSMUSG00000063412	Gm10131
ENSMUSG00000074516	Gm10709
ENSMUSG00000048087	Gm4737
ENSMUSG00000038372	Gmds
ENSMUSG00000033021	Gmppa
ENSMUSG00000070284	Gmppb
ENSMUSG00000002326	Gmpr2
ENSMUSG00000029064	Gnb1
ENSMUSG00000067995	Gtf2f2
ENSMUSG00000019837	Gtf3c6
ENSMUSG00000019188	H13
ENSMUSG00000073421	H2-Ab1
ENSMUSG00000037649	H2-DMa
ENSMUSG00000001380	Hars
ENSMUSG00000004897	Hdgf
ENSMUSG00000025499	Hras
ENSMUSG00000023944	Hsp90ab1
ENSMUSG00000015656	Hspa8
ENSMUSG00000025980	Hspd1
ENSMUSG00000032115	Hyou1
ENSMUSG00000032279	Idh3a
ENSMUSG00000030662	Ipo5
ENSMUSG00000001281	Itgb7
ENSMUSG00000031948	Kars
ENSMUSG00000079111	Kdelr2
ENSMUSG00000028062	Lamtor2
ENSMUSG00000015568	Lpl
ENSMUSG00000024696	Lpxn
ENSMUSG00000020869	Lrrc59
ENSMUSG00000030922	Lyrm1
ENSMUSG00000007458	M6pr
ENSMUSG00000030188	Magohb
ENSMUSG00000032575	Manf
ENSMUSG00000019179	Mdh2
ENSMUSG00000006392	Med8
ENSMUSG00000061650	Med9
ENSMUSG00000043998	Mgat2
ENSMUSG00000008540	Mgst1
ENSMUSG00000024896	Minpp1
ENSMUSG00000038388	Mpp6
ENSMUSG00000035559	Mpv17l2
ENSMUSG00000024683	Mrpl16
ENSMUSG00000024829	Mrpl21
ENSMUSG00000036850	Mrpl41
ENSMUSG00000030612	Mrpl46
ENSMUSG00000030335	Mrpl51
ENSMUSG00000028861	Mrps15
ENSMUSG00000024012	Mtch1
ENSMUSG00000027282	Mtch2
ENSMUSG00000006517	Mvd
ENSMUSG00000041939	Mvk
ENSMUSG00000019579	Mydgf
ENSMUSG00000023143	Nagpa
ENSMUSG00000028334	Nans
ENSMUSG00000015950	Ncf1
ENSMUSG00000026260	Ndufa10
ENSMUSG00000020022	Ndufa12
ENSMUSG00000068184	Ndufaf2
ENSMUSG00000040048	Ndufb10
ENSMUSG00000024369	Nelfe
ENSMUSG00000063480	Nhp2l1
ENSMUSG00000026377	Nifk
ENSMUSG00000021242	Npc2
ENSMUSG00000059586	Nsmce2
ENSMUSG00000028443	Nudt2
ENSMUSG00000032939	Nup93
ENSMUSG00000008450	Nutf2
ENSMUSG00000025353	Ormdl2
ENSMUSG00000041084	Ostc
ENSMUSG00000024725	Ostf1
ENSMUSG00000029468	P2rx7
ENSMUSG00000025130	P4hb
ENSMUSG00000025364	Pa2g4
ENSMUSG00000030774	Pak1
ENSMUSG00000033918	Parl
ENSMUSG00000031226	Pbdc1
ENSMUSG00000030417	Pdcd5
ENSMUSG00000020571	Pdia6
ENSMUSG00000035232	Pdk3
ENSMUSG00000024346	Pfdn1
ENSMUSG00000024014	Pim1
ENSMUSG00000052151	Plpp2
ENSMUSG00000028394	Pole3
ENSMUSG00000019738	Polr2i
ENSMUSG00000030423	Pop4
ENSMUSG00000032383	Ppib
ENSMUSG00000036398	Ppp1r11
ENSMUSG00000025289	Prdx4
ENSMUSG00000056671	Prelid2
ENSMUSG00000003402	Prkcsh
ENSMUSG00000008373	Prpf31
ENSMUSG00000004207	Psap
ENSMUSG00000032301	Psma4
ENSMUSG00000021024	Psma6
ENSMUSG00000018286	Psmb6
ENSMUSG00000021178	Psmc1
ENSMUSG00000028932	Psmc2
ENSMUSG00000030603	Psmc4
ENSMUSG00000020708	Psmc5
ENSMUSG00000020720	Psmd12
ENSMUSG00000026914	Psmd14
ENSMUSG00000030591	Psmd8
ENSMUSG00000053746	Ptrh1
ENSMUSG00000026433	Rab29
ENSMUSG00000005732	Ranbp1
ENSMUSG00000041238	Rbbp8
ENSMUSG00000038374	Rbm8a
ENSMUSG00000049353	Rd3
ENSMUSG00000029401	Rilpl2
ENSMUSG00000038650	Rnh1
ENSMUSG00000038510	Rpf2
ENSMUSG00000048758	Rpl29
ENSMUSG00000030062	Rpn1
ENSMUSG00000025362	Rps26
ENSMUSG00000024952	Rps6ka4
ENSMUSG00000028646	Rragc
ENSMUSG00000027422	Rrbp1
ENSMUSG00000001305	Rrp15
ENSMUSG00000030079	Ruvbl1
ENSMUSG00000003868	Ruvbl2
ENSMUSG00000019782	Rwdd1
ENSMUSG00000026307	Scly
ENSMUSG00000022769	Sdf2l1
ENSMUSG00000058076	Sdhc
ENSMUSG00000030082	Sec61a1
ENSMUSG00000042541	Shfm1
ENSMUSG00000016319	Slc25a5
ENSMUSG00000028645	Slc2a1
ENSMUSG00000066150	Slc31a1
ENSMUSG00000021040	Slirp
ENSMUSG00000001424	Snd1
ENSMUSG00000061479	Snrpa
ENSMUSG00000024217	Snrpc
ENSMUSG00000002477	Snrpd1
ENSMUSG00000031662	Snx20
ENSMUSG00000005656	Snx6
ENSMUSG00000054408	Spcs3
ENSMUSG00000032388	Spg21
ENSMUSG00000029304	Spp1
ENSMUSG00000006442	Srm
ENSMUSG00000070003	Ssbp4
ENSMUSG00000041355	Ssr2
ENSMUSG00000002014	Ssr4
ENSMUSG00000029038	Ssu72
ENSMUSG00000022403	St13
ENSMUSG00000025144	Stra13
ENSMUSG00000029125	Stx18
ENSMUSG00000020903	Stx8
ENSMUSG00000044627	Swi5
ENSMUSG00000048277	Syngr2
ENSMUSG00000006095	Tbcb
ENSMUSG00000011114	Tbrg1
ENSMUSG00000052415	Tchh
ENSMUSG00000040813	Tex264
ENSMUSG00000035443	Thyn1
ENSMUSG00000062580	Timm17a
ENSMUSG00000013701	Timm23
ENSMUSG00000021957	Tkt
ENSMUSG00000029390	Tmed2
ENSMUSG00000032353	Tmed3
ENSMUSG00000043284	Tmem11
ENSMUSG00000030917	Tmem159
ENSMUSG00000040883	Tmem205
ENSMUSG00000038828	Tmem214
ENSMUSG00000002984	Tomm40
ENSMUSG00000000827	Tpd52l2
ENSMUSG00000023456	Tpi1
ENSMUSG00000005981	Trap1
ENSMUSG00000049299	Trappc1
ENSMUSG00000032324	Tspan3
ENSMUSG00000043091	Tuba1c
ENSMUSG00000028367	Txn1
ENSMUSG00000028567	Txndc12
ENSMUSG00000020803	Txndc17
ENSMUSG00000058407	Txndc9
ENSMUSG00000026956	Uap1l1
ENSMUSG00000016308	Ube2a
ENSMUSG00000018189	Uchl5
ENSMUSG00000027746	Ufm1
ENSMUSG00000031792	Usb1
ENSMUSG00000029462	Vps29
ENSMUSG00000028639	Ybx1
ENSMUSG00000018326	Ywhab
ENSMUSG00000020849	Ywhae
ENSMUSG00000059248	40057
ENSMUSG00000032666	1700025G04Rik
ENSMUSG00000050549	5730508B09Rik
ENSMUSG00000018381	Abi3
ENSMUSG00000028937	Acot7
ENSMUSG00000054808	Actn4
ENSMUSG00000034730	Adgrb1
ENSMUSG00000034254	Agpat1
ENSMUSG00000019866	Aim1
ENSMUSG00000050982	Apol10a
ENSMUSG00000091650	Apol11a
ENSMUSG00000068246	Apol9b
ENSMUSG00000025324	Atp10a
ENSMUSG00000068328	Aup1
ENSMUSG00000060802	B2m
ENSMUSG00000055629	B4galnt4
ENSMUSG00000030268	Bcat1
ENSMUSG00000028392	Bspry
ENSMUSG00000034156	Bzrap1
ENSMUSG00000022440	C1qtnf6
ENSMUSG00000003352	Cacnb3
ENSMUSG00000028656	Cap1
ENSMUSG00000031628	Casp3
ENSMUSG00000022428	Cby1
ENSMUSG00000063605	Ccdc102a
ENSMUSG00000029769	Ccdc136
ENSMUSG00000047810	Ccdc88b
ENSMUSG00000034165	Ccnd3
ENSMUSG00000038304	Cd160
ENSMUSG00000000682	Cd52
ENSMUSG00000039787	Cercam
ENSMUSG00000033350	Chst2
ENSMUSG00000032640	Chsy1
ENSMUSG00000020638	Cmpk2
ENSMUSG00000029121	Crmp1
ENSMUSG00000029417	Cxcl9
ENSMUSG00000002307	Daxx
ENSMUSG00000020834	Dhrs13
ENSMUSG00000049502	Dtx3l
ENSMUSG00000037419	Endod1
ENSMUSG00000026830	Ermn
ENSMUSG00000042379	Esm1
ENSMUSG00000021280	Exoc3l4
ENSMUSG00000050147	F2rl3
ENSMUSG00000046031	Fam26f
ENSMUSG00000025555	Farp1
ENSMUSG00000001555	Fkbp10
ENSMUSG00000079363	Gbp4
ENSMUSG00000104713	Gbp6
ENSMUSG00000034438	Gbp8
ENSMUSG00000035314	Gdpd5
ENSMUSG00000048852	Gm12185
ENSMUSG00000092277	Gm19684
ENSMUSG00000050299	Gm9843
ENSMUSG00000091955	Gm9844
ENSMUSG00000043004	Gng2
ENSMUSG00000021760	Gpx8
ENSMUSG00000079186	Gzmc
ENSMUSG00000042385	Gzmk
ENSMUSG00000054206	Gzmm
ENSMUSG00000061232	H2-K1
ENSMUSG00000035929	H2-Q4
ENSMUSG00000073409	H2-Q6
ENSMUSG00000060550	H2-Q7
ENSMUSG00000056116	H2-T22
ENSMUSG00000020399	Havcr2
ENSMUSG00000029798	Herc6
ENSMUSG00000043099	Hic1
ENSMUSG00000034987	Hrh2
ENSMUSG00000028037	Ifi44
ENSMUSG00000078920	Ifi47
ENSMUSG00000026896	Ifih1
ENSMUSG00000034459	Ifit1
ENSMUSG00000067297	Ifit1bl2
ENSMUSG00000074896	Ifit3
ENSMUSG00000062488	Ifit3b
ENSMUSG00000055170	Ifng
ENSMUSG00000033581	Igf2bp2
ENSMUSG00000029814	Igf2bp3
ENSMUSG00000078853	Igtp
ENSMUSG00000054072	Iigp1
ENSMUSG00000000791	Il12rb1
ENSMUSG00000031304	Il2rg
ENSMUSG00000034570	Inpp5j
ENSMUSG00000018899	Irf1
ENSMUSG00000025498	Irf7
ENSMUSG00000046879	Irgm1
ENSMUSG00000069874	Irgm2
ENSMUSG00000031734	Irx3
ENSMUSG00000059042	Klk1b9
ENSMUSG00000030114	Klrg1
ENSMUSG00000030124	Lag3
ENSMUSG00000028613	Lrp8
ENSMUSG00000022584	Ly6c2
ENSMUSG00000022586	Ly6i
ENSMUSG00000055407	Map6
ENSMUSG00000022157	Mcpt8
ENSMUSG00000002227	Mov10
ENSMUSG00000024675	Ms4a4c
ENSMUSG00000031760	Mt3
ENSMUSG00000000386	Mx1
ENSMUSG00000033577	Myo6
ENSMUSG00000051359	Ncald
ENSMUSG00000047586	Nccrp1
ENSMUSG00000020396	Nefh
ENSMUSG00000074151	Nlrc5
ENSMUSG00000038058	Nod1
ENSMUSG00000028341	Nr4a3
ENSMUSG00000032661	Oas3
ENSMUSG00000041827	Oasl1
ENSMUSG00000029561	Oasl2
ENSMUSG00000049401	Ogfr
ENSMUSG00000027071	P2rx3
ENSMUSG00000034981	Parm1
ENSMUSG00000063268	Parp10
ENSMUSG00000034422	Parp14
ENSMUSG00000018537	Pcgf2
ENSMUSG00000026285	Pdcd1
ENSMUSG00000074170	Plekhf1
ENSMUSG00000021868	Ppif
ENSMUSG00000022501	Prm1
ENSMUSG00000064125	Prr36
ENSMUSG00000032841	Prr5l
ENSMUSG00000056399	Prss34
ENSMUSG00000030854	Ptpn5
ENSMUSG00000033220	Rac2
ENSMUSG00000004952	Rasa4
ENSMUSG00000059810	Rgs3
ENSMUSG00000006418	Rnf114
ENSMUSG00000071648	Rom1
ENSMUSG00000032238	Rora
ENSMUSG00000058443	Rpl10-ps3
ENSMUSG00000031880	Rrad
ENSMUSG00000028871	Rspo1
ENSMUSG00000033355	Rtp4
ENSMUSG00000043895	S1pr2
ENSMUSG00000027639	Samhd1
ENSMUSG00000057135	Scimp
ENSMUSG00000022436	Sh3bp1
ENSMUSG00000044026	Slc35g1
ENSMUSG00000025790	Slco3a1
ENSMUSG00000035208	Slfn8
ENSMUSG00000070034	Sp110
ENSMUSG00000026104	Stat1
ENSMUSG00000040033	Stat2
ENSMUSG00000020303	Stc2
ENSMUSG00000015981	Stk32c
ENSMUSG00000027030	Stk39
ENSMUSG00000006800	Sulf2
ENSMUSG00000041831	Sytl3
ENSMUSG00000037321	Tap1
ENSMUSG00000024339	Tap2
ENSMUSG00000038213	Tapbpl
ENSMUSG00000078922	Tgtp1
ENSMUSG00000078921	Tgtp2
ENSMUSG00000071552	Tigit
ENSMUSG00000079523	Tmsb10
ENSMUSG00000020400	Tnip1
ENSMUSG00000033955	Tnks1bp1
ENSMUSG00000026418	Tnni1
ENSMUSG00000043050	Tnp2
ENSMUSG00000029344	Tpst2
ENSMUSG00000042726	Trafd1
ENSMUSG00000030921	Trim30a
ENSMUSG00000072235	Tuba1a
ENSMUSG00000027298	Tyro3
ENSMUSG00000030107	Usp18
ENSMUSG00000049882	Vcpkmt
ENSMUSG00000033227	Wnt6
ENSMUSG00000040483	Xaf1
ENSMUSG00000026573	Xcl1
ENSMUSG00000027514	Zbp1
ENSMUSG00000059901	Adamts14
ENSMUSG00000044309	Apol7c
ENSMUSG00000042082	Arsb
ENSMUSG00000021200	Asb2
ENSMUSG00000047507	Baiap3
ENSMUSG00000035042	Ccl5
ENSMUSG00000036172	Cd200r3
ENSMUSG00000078926	Cdc20b
ENSMUSG00000038241	Cep250
