Gene,Gene name,Module,Type,
ENSMUSG00000003657,Calb2,L11,TYPE_I,
ENSMUSG00000047139,Cd24a,L11,TYPE_I,TYPE_II
ENSMUSG00000029084,Cd38,L11,TYPE_I,TYPE_II
ENSMUSG00000052353,Cemip,L11,TYPE_I,TYPE_II
ENSMUSG00000034612,Chst11,L11,TYPE_I,TYPE_II
ENSMUSG00000004098,Col5a3,L11,TYPE_I,
ENSMUSG00000003762,Coq8b,L11,,
ENSMUSG00000003617,Cp,L11,TYPE_I,TYPE_II
ENSMUSG00000018916,Csf2,L11,,TYPE_II
ENSMUSG00000038067,Csf3,L11,,
ENSMUSG00000074874,Ctla2b,L11,TYPE_I,TYPE_II
ENSMUSG00000040314,Ctsg,L11,,
ENSMUSG00000024087,Cyp1b1,L11,TYPE_I,
ENSMUSG00000022150,Dab2,L11,TYPE_I,TYPE_II
ENSMUSG00000019929,Dcn,L11,,
ENSMUSG00000037426,Depdc5,L11,,TYPE_II
ENSMUSG00000095061,E030018B13Rik,L11,,
ENSMUSG00000021367,Edn1,L11,TYPE_I,TYPE_II
ENSMUSG00000063600,Egfem1,L11,,TYPE_II
ENSMUSG00000020125,Elane,L11,,
ENSMUSG00000035020,Epgn,L11,,
ENSMUSG00000021831,Ero1l,L11,,
ENSMUSG00000039109,F13a1,L11,,TYPE_II
ENSMUSG00000019874,Fabp7,L11,TYPE_I,TYPE_II
ENSMUSG00000036136,Fam110c,L11,,
ENSMUSG00000047443,Fam132b,L11,TYPE_I,
ENSMUSG00000025854,Fam20c,L11,TYPE_I,TYPE_II
ENSMUSG00000026835,Fcnb,L11,,
ENSMUSG00000032966,Fkbp1a,L11,,
ENSMUSG00000021765,Fst,L11,,TYPE_II
ENSMUSG00000044674,Fzd1,L11,,TYPE_II
ENSMUSG00000021130,Galnt16,L11,TYPE_I,
ENSMUSG00000044576,Gareml,L11,,
ENSMUSG00000042367,Gjb3,L11,TYPE_I,TYPE_II
ENSMUSG00000093954,Gm16867,L11,,
ENSMUSG00000094733,Gm5416,L11,,
ENSMUSG00000079597,Gm5483,L11,TYPE_I,
ENSMUSG00000031342,Gpm6b,L11,,
ENSMUSG00000074934,Grem1,L11,,
ENSMUSG00000035376,Hacd2,L11,TYPE_I,TYPE_II
ENSMUSG00000020017,Hal,L11,TYPE_I,TYPE_II
ENSMUSG00000056758,Hmga2,L11,TYPE_I,TYPE_II
ENSMUSG00000032965,Ift57,L11,,TYPE_II
ENSMUSG00000004371,Il11,L11,TYPE_I,
ENSMUSG00000025929,Il17a,L11,,
ENSMUSG00000027399,Il1a,L11,TYPE_I,TYPE_II
ENSMUSG00000070942,Il1rl2,L11,,TYPE_II
ENSMUSG00000074695,Il22,L11,,
ENSMUSG00000025383,Il23a,L11,,TYPE_II
ENSMUSG00000041324,Inhba,L11,TYPE_I,TYPE_II
ENSMUSG00000020689,Itgb3,L11,TYPE_I,TYPE_II
ENSMUSG00000053062,Jam2,L11,TYPE_I,TYPE_II
ENSMUSG00000035165,Kcne3,L11,TYPE_I,TYPE_II
ENSMUSG00000030247,Kcnj8,L11,TYPE_I,
ENSMUSG00000034205,Loxl2,L11,TYPE_I,
ENSMUSG00000024481,Lvrn,L11,,
ENSMUSG00000026390,Marco,L11,,
ENSMUSG00000029659,Medag,L11,,
ENSMUSG00000047562,Mmp10,L11,,TYPE_II
ENSMUSG00000027612,Mmp24,L11,,
ENSMUSG00000018623,Mmp7,L11,,
ENSMUSG00000009350,Mpo,L11,TYPE_I,
ENSMUSG00000024681,Ms4a3,L11,TYPE_I,
ENSMUSG00000094840,Muc3a,L11,,
ENSMUSG00000027859,Ngf,L11,,
ENSMUSG00000020826,Nos2,L11,TYPE_I,TYPE_II
ENSMUSG00000036805,Noxa1,L11,,
ENSMUSG00000047638,Nr1h4,L11,,
ENSMUSG00000032311,Nrg4,L11,,
ENSMUSG00000055254,Ntrk2,L11,TYPE_I,
ENSMUSG00000020591,Ntsr2,L11,,
ENSMUSG00000028525,Pde4b,L11,TYPE_I,TYPE_II
ENSMUSG00000029373,Pf4,L11,TYPE_I,TYPE_II
ENSMUSG00000030413,Pglyrp1,L11,TYPE_I,
ENSMUSG00000067780,Pi15,L11,,
ENSMUSG00000045658,Pid1,L11,,TYPE_II
ENSMUSG00000046794,Ppp1r3b,L11,,TYPE_II
ENSMUSG00000027611,Procr,L11,TYPE_I,TYPE_II
ENSMUSG00000030069,Prok2,L11,TYPE_I,
ENSMUSG00000057729,Prtn3,L11,TYPE_I,
ENSMUSG00000044903,Psg22,L11,,
ENSMUSG00000026204,Ptprn,L11,,
ENSMUSG00000049404,Rarres1,L11,TYPE_I,TYPE_II
ENSMUSG00000019880,Rspo3,L11,,
ENSMUSG00000042312,S100a13,L11,TYPE_I,
ENSMUSG00000074115,Saa1,L11,TYPE_I,
ENSMUSG00000057465,Saa2,L11,TYPE_I,
ENSMUSG00000039683,Sdk1,L11,,
ENSMUSG00000030109,Slc6a12,L11,TYPE_I,TYPE_II
ENSMUSG00000037239,Spred3,L11,,
ENSMUSG00000042212,Sprr2d,L11,TYPE_I,
ENSMUSG00000042157,Sprr2i,L11,,
ENSMUSG00000029534,St7,L11,,TYPE_II
ENSMUSG00000038781,Stap2,L11,,
ENSMUSG00000071562,Stfa1,L11,TYPE_I,
ENSMUSG00000022902,Stfa2,L11,TYPE_I,
ENSMUSG00000059657,Stfa2l1,L11,,
ENSMUSG00000054905,Stfa3,L11,,
ENSMUSG00000032327,Stra6,L11,TYPE_I,
ENSMUSG00000032625,Thsd7a,L11,,
ENSMUSG00000020701,Tmem132e,L11,TYPE_I,
ENSMUSG00000063727,Tnfrsf11b,L11,TYPE_I,
ENSMUSG00000035235,Trim13,L11,TYPE_I,TYPE_II
ENSMUSG00000029409,U90926,L11,,
ENSMUSG00000037440,Vnn1,L11,TYPE_I,
ENSMUSG00000051748,Wfdc21,L11,TYPE_I,
ENSMUSG00000005124,Wisp1,L11,,
ENSMUSG00000018486,Wnt9b,L11,TYPE_I,
ENSMUSG00000039195,1110008P14Rik,L12,TYPE_I,
ENSMUSG00000062619,2310039H08Rik,L12,,
ENSMUSG00000013353,4931406B18Rik,L12,,
ENSMUSG00000045065,9930022D16Rik,L12,,
ENSMUSG00000047878,A4galt,L12,,
ENSMUSG00000048636,A730049H05Rik,L12,,
ENSMUSG00000023088,Abcc1,L12,TYPE_I,TYPE_II
ENSMUSG00000028953,Abcf2,L12,TYPE_I,
ENSMUSG00000094576,AC087559.3,L12,,
ENSMUSG00000062480,Acat3,L12,,
ENSMUSG00000030760,Acer3,L12,TYPE_I,
ENSMUSG00000028405,Aco1,L12,TYPE_I,
ENSMUSG00000015143,Actn1,L12,TYPE_I,TYPE_II
ENSMUSG00000006403,Adamts4,L12,,TYPE_II
ENSMUSG00000030022,Adamts9,L12,TYPE_I,
ENSMUSG00000031298,Adgrg2,L12,TYPE_I,
ENSMUSG00000060470,Adgrg3,L12,,TYPE_II
ENSMUSG00000030790,Adm,L12,TYPE_I,
ENSMUSG00000042429,Adora1,L12,,
ENSMUSG00000018500,Adora2b,L12,TYPE_I,TYPE_II
ENSMUSG00000029762,Akr1b8,L12,TYPE_I,TYPE_II
ENSMUSG00000025701,Alox5,L12,,TYPE_II
ENSMUSG00000025172,Ankrd2,L12,TYPE_I,
ENSMUSG00000029484,Anxa3,L12,,TYPE_II
ENSMUSG00000056656,Apol8,L12,,
ENSMUSG00000062421,Arf2,L12,TYPE_I,TYPE_II
ENSMUSG00000021125,Arg2,L12,TYPE_I,TYPE_II
ENSMUSG00000026426,Arl8a,L12,,
ENSMUSG00000049804,Armcx4,L12,TYPE_I,TYPE_II
ENSMUSG00000028539,Artn,L12,,
ENSMUSG00000037686,Aspg,L12,,
ENSMUSG00000039105,Atp6v1g1,L12,,
ENSMUSG00000028191,Bcl10,L12,,
ENSMUSG00000021070,Bdkrb2,L12,,
ENSMUSG00000052271,Bhlha15,L12,,
ENSMUSG00000032000,Birc3,L12,TYPE_I,TYPE_II
ENSMUSG00000040298,Btbd16,L12,,
ENSMUSG00000036478,Btg1,L12,TYPE_I,TYPE_II
ENSMUSG00000017446,C1qtnf1,L12,,
ENSMUSG00000049130,C5ar1,L12,,TYPE_II
ENSMUSG00000037960,Card19,L12,TYPE_I,
ENSMUSG00000046318,Ccbe1,L12,TYPE_I,TYPE_II
ENSMUSG00000031779,Ccl22,L12,,TYPE_II
ENSMUSG00000070871,Ccnyl1,L12,TYPE_I,TYPE_II
ENSMUSG00000051439,Cd14,L12,TYPE_I,TYPE_II
ENSMUSG00000060703,Cd302,L12,,
ENSMUSG00000055447,Cd47,L12,TYPE_I,
ENSMUSG00000012819,Cdh23,L12,,
ENSMUSG00000048895,Cdk5r1,L12,TYPE_I,TYPE_II
ENSMUSG00000009555,Cdk9,L12,,
ENSMUSG00000074272,Ceacam1,L12,TYPE_I,TYPE_II
ENSMUSG00000071637,Cebpd,L12,,
ENSMUSG00000023473,Celsr3,L12,,
ENSMUSG00000037443,Cep85,L12,,TYPE_II
ENSMUSG00000041438,Cirh1a,L12,TYPE_I,TYPE_II
ENSMUSG00000047501,Cldn4,L12,,
ENSMUSG00000030144,Clec4d,L12,TYPE_I,TYPE_II
ENSMUSG00000034390,Cmip,L12,,
ENSMUSG00000039782,Cpeb2,L12,TYPE_I,TYPE_II
ENSMUSG00000020300,Cpeb4,L12,,TYPE_II
ENSMUSG00000019997,Ctgf,L12,TYPE_I,TYPE_II
ENSMUSG00000021508,Cxcl14,L12,TYPE_I,TYPE_II
ENSMUSG00000058427,Cxcl2,L12,TYPE_I,TYPE_II
ENSMUSG00000006724,Cyp27b1,L12,,
ENSMUSG00000028195,Cyr61,L12,TYPE_I,
ENSMUSG00000050271,D8Ertd82e,L12,TYPE_I,TYPE_II
ENSMUSG00000027845,Dclre1b,L12,TYPE_I,TYPE_II
ENSMUSG00000020108,Ddit4,L12,TYPE_I,
ENSMUSG00000022555,Dgat1,L12,,
ENSMUSG00000037993,Dhx38,L12,,
ENSMUSG00000033166,Dis3,L12,TYPE_I,TYPE_II
ENSMUSG00000014773,Dll1,L12,TYPE_I,
ENSMUSG00000004789,Dlst,L12,,
ENSMUSG00000031701,Dnaja2,L12,TYPE_I,TYPE_II
ENSMUSG00000031898,Dpep3,L12,,
ENSMUSG00000032087,Dscaml1,L12,TYPE_I,
ENSMUSG00000004947,Dtx2,L12,TYPE_I,
ENSMUSG00000068452,Duox2,L12,,
ENSMUSG00000024190,Dusp1,L12,TYPE_I,TYPE_II
ENSMUSG00000044719,E230025N22Rik,L12,,
ENSMUSG00000012350,Ehf,L12,,
ENSMUSG00000109864,Eid3,L12,,
ENSMUSG00000020454,Eif4enif1,L12,,
ENSMUSG00000021282,Eif5,L12,TYPE_I,
ENSMUSG00000003051,Elf3,L12,,
ENSMUSG00000048120,Entpd1,L12,TYPE_I,TYPE_II
ENSMUSG00000021996,Esd,L12,TYPE_I,TYPE_II
ENSMUSG00000052397,Ezr,L12,,TYPE_II
ENSMUSG00000036002,Fam214b,L12,TYPE_I,TYPE_II
ENSMUSG00000070476,Fam217b,L12,TYPE_I,TYPE_II
ENSMUSG00000024778,Fas,L12,TYPE_I,TYPE_II
ENSMUSG00000037536,Fbxo34,L12,,
ENSMUSG00000022184,Fbxo4,L12,TYPE_I,TYPE_II
ENSMUSG00000038074,Fkbp14,L12,,TYPE_II
ENSMUSG00000024222,Fkbp5,L12,TYPE_I,
ENSMUSG00000036053,Fmnl2,L12,TYPE_I,TYPE_II
ENSMUSG00000035992,Fnip1,L12,,
ENSMUSG00000024912,Fosl1,L12,TYPE_I,TYPE_II
ENSMUSG00000029135,Fosl2,L12,TYPE_I,TYPE_II
ENSMUSG00000024661,Fth1,L12,,
ENSMUSG00000050708,Ftl1,L12,TYPE_I,
ENSMUSG00000030530,Furin,L12,,TYPE_II
ENSMUSG00000049307,Fut4,L12,,TYPE_II
ENSMUSG00000032350,Gclc,L12,TYPE_I,TYPE_II
ENSMUSG00000038508,Gdf15,L12,TYPE_I,TYPE_II
ENSMUSG00000026815,Gfi1b,L12,,
ENSMUSG00000020363,Gfpt2,L12,TYPE_I,
ENSMUSG00000026103,Gls,L12,TYPE_I,TYPE_II
ENSMUSG00000071036,Gm10309,L12,,
ENSMUSG00000087006,Gm13889,L12,,
ENSMUSG00000094410,Gm38394,L12,TYPE_I,
ENSMUSG00000014959,Gorasp2,L12,TYPE_I,
ENSMUSG00000031672,Got2,L12,,
ENSMUSG00000050761,Gp1bb,L12,,
ENSMUSG00000031119,Gpc4,L12,TYPE_I,
ENSMUSG00000042808,Gpx2,L12,,
ENSMUSG00000018339,Gpx3,L12,,
ENSMUSG00000031584,Gsr,L12,TYPE_I,TYPE_II
ENSMUSG00000033543,Gtf2a2,L12,TYPE_I,
ENSMUSG00000027261,Hao1,L12,,
ENSMUSG00000045502,Hcar2,L12,TYPE_I,TYPE_II
ENSMUSG00000028778,Hcrtr1,L12,,
ENSMUSG00000027360,Hdc,L12,TYPE_I,TYPE_II
ENSMUSG00000034088,Hdlbp,L12,TYPE_I,
ENSMUSG00000021260,Hhipl1,L12,TYPE_I,
ENSMUSG00000021366,Hivep1,L12,,TYPE_II
ENSMUSG00000005413,Hmox1,L12,TYPE_I,TYPE_II
ENSMUSG00000030895,Hpx,L12,TYPE_I,
ENSMUSG00000070407,Hs3st3b1,L12,TYPE_I,TYPE_II
ENSMUSG00000045216,Hs6st1,L12,TYPE_I,TYPE_II
ENSMUSG00000035941,Ibtk,L12,TYPE_I,
ENSMUSG00000053560,Ier2,L12,,
ENSMUSG00000041872,Il17f,L12,,
ENSMUSG00000026072,Il1r1,L12,TYPE_I,TYPE_II
ENSMUSG00000026073,Il1r2,L12,TYPE_I,TYPE_II
ENSMUSG00000022514,Il1rap,L12,TYPE_I,TYPE_II
ENSMUSG00000044244,Il20rb,L12,TYPE_I,TYPE_II
ENSMUSG00000060477,Irak2,L12,TYPE_I,TYPE_II
ENSMUSG00000020227,Irak3,L12,TYPE_I,TYPE_II
ENSMUSG00000051243,Islr2,L12,,
ENSMUSG00000034664,Itga2b,L12,TYPE_I,
ENSMUSG00000025348,Itga7,L12,TYPE_I,
ENSMUSG00000021922,Itih4,L12,,
ENSMUSG00000003752,Itpkc,L12,TYPE_I,TYPE_II
ENSMUSG00000056962,Jmjd6,L12,TYPE_I,TYPE_II
ENSMUSG00000098557,Kctd12,L12,,
ENSMUSG00000034327,Kctd9,L12,TYPE_I,
ENSMUSG00000014602,Kif1a,L12,TYPE_I,TYPE_II
ENSMUSG00000040263,Klhdc4,L12,,
ENSMUSG00000020911,Krt19,L12,TYPE_I,
ENSMUSG00000067613,Krt83,L12,,
ENSMUSG00000023025,Larp4,L12,,
ENSMUSG00000053846,Lipg,L12,TYPE_I,TYPE_II
ENSMUSG00000057604,Lmcd1,L12,,
ENSMUSG00000027412,Lpin3,L12,,
ENSMUSG00000015568,Lpl,L12,TYPE_I,
ENSMUSG00000037095,Lrg1,L12,,
ENSMUSG00000021997,Lrrc63,L12,,
ENSMUSG00000046079,Lrrc8d,L12,TYPE_I,
ENSMUSG00000044313,Mab21l3,L12,,TYPE_II
ENSMUSG00000042622,Maff,L12,TYPE_I,TYPE_II
ENSMUSG00000024235,Map3k8,L12,TYPE_I,TYPE_II
ENSMUSG00000004864,Mapk13,L12,,TYPE_II
ENSMUSG00000016528,Mapkapk2,L12,TYPE_I,TYPE_II
ENSMUSG00000032135,Mcam,L12,,
ENSMUSG00000038612,Mcl1,L12,,
ENSMUSG00000032776,Mctp2,L12,TYPE_I,
ENSMUSG00000032717,Mdfi,L12,,
ENSMUSG00000056476,Med12l,L12,TYPE_I,
ENSMUSG00000034297,Med13,L12,,
ENSMUSG00000021891,Mettl6,L12,,
ENSMUSG00000025347,Mettl7b,L12,TYPE_I,
ENSMUSG00000017737,Mmp9,L12,TYPE_I,TYPE_II
ENSMUSG00000039616,Mocos,L12,TYPE_I,TYPE_II
ENSMUSG00000032092,Mpzl2,L12,TYPE_I,
ENSMUSG00000070305,Mpzl3,L12,TYPE_I,
ENSMUSG00000106918,Mrpl33,L12,,
ENSMUSG00000031765,Mt1,L12,TYPE_I,TYPE_II
ENSMUSG00000031762,Mt2,L12,TYPE_I,TYPE_II
ENSMUSG00000001156,Mxd1,L12,TYPE_I,TYPE_II
ENSMUSG00000042451,Mybph,L12,TYPE_I,
ENSMUSG00000026749,Nek6,L12,,
ENSMUSG00000067219,Nipal1,L12,TYPE_I,TYPE_II
ENSMUSG00000032691,Nlrp3,L12,TYPE_I,TYPE_II
ENSMUSG00000067786,Nnat,L12,,
ENSMUSG00000061458,Nol10,L12,TYPE_I,TYPE_II
ENSMUSG00000075000,Nrbf2,L12,,
ENSMUSG00000048490,Nrip1,L12,,TYPE_II
ENSMUSG00000070564,Ntn5,L12,,
ENSMUSG00000037857,Nufip2,L12,,
ENSMUSG00000090061,Nwd2,L12,,
ENSMUSG00000046610,Oacyl,L12,,
ENSMUSG00000026211,Obsl1,L12,,
ENSMUSG00000011179,Odc1,L12,TYPE_I,TYPE_II
ENSMUSG00000022026,Olfm4,L12,,
ENSMUSG00000026672,Optn,L12,TYPE_I,TYPE_II
ENSMUSG00000039196,Orm1,L12,TYPE_I,
ENSMUSG00000061540,Orm2,L12,TYPE_I,
ENSMUSG00000022146,Osmr,L12,TYPE_I,TYPE_II
ENSMUSG00000032860,P2ry2,L12,TYPE_I,TYPE_II
ENSMUSG00000028370,Pappa,L12,TYPE_I,
ENSMUSG00000073530,Pappa2,L12,,
ENSMUSG00000021576,Pdcd6,L12,,
ENSMUSG00000021493,Pdlim7,L12,TYPE_I,TYPE_II
ENSMUSG00000004791,Pgf,L12,,
ENSMUSG00000023452,Pisd,L12,,
ENSMUSG00000031538,Plat,L12,TYPE_I,
ENSMUSG00000045659,Plekha7,L12,,
ENSMUSG00000032068,Plet1,L12,TYPE_I,
ENSMUSG00000028680,Plk3,L12,,TYPE_II
ENSMUSG00000031146,Plp2,L12,TYPE_I,
ENSMUSG00000031570,Plpp5,L12,TYPE_I,
ENSMUSG00000032369,Plscr1,L12,TYPE_I,TYPE_II
ENSMUSG00000040128,Pnrc1,L12,,
ENSMUSG00000040734,Ppp1r13l,L12,TYPE_I,
ENSMUSG00000020349,Ppp2ca,L12,,
ENSMUSG00000045319,Proser2,L12,,
ENSMUSG00000024409,Psors1c2,L12,,
ENSMUSG00000026820,Ptges2,L12,,TYPE_II
ENSMUSG00000057541,Pus7,L12,TYPE_I,TYPE_II
ENSMUSG00000001785,Pwp1,L12,,
ENSMUSG00000035781,R3hdm4,L12,,
ENSMUSG00000031504,Rab20,L12,TYPE_I,TYPE_II
ENSMUSG00000064147,Rab44,L12,,
ENSMUSG00000025340,Rabgef1,L12,TYPE_I,
ENSMUSG00000037533,Rapgef6,L12,TYPE_I,TYPE_II
ENSMUSG00000020684,Rasl10b,L12,,
ENSMUSG00000010067,Rassf1,L12,,TYPE_II
ENSMUSG00000021123,Rdh12,L12,,
ENSMUSG00000022651,Retnlg,L12,TYPE_I,
ENSMUSG00000026082,Rev1,L12,,
ENSMUSG00000002233,Rhoc,L12,TYPE_I,TYPE_II
ENSMUSG00000039960,Rhou,L12,TYPE_I,TYPE_II
ENSMUSG00000024404,Riok3,L12,TYPE_I,
ENSMUSG00000054855,Rnd1,L12,TYPE_I,TYPE_II
ENSMUSG00000033107,Rnf125,L12,,TYPE_II
ENSMUSG00000048234,Rnf149,L12,TYPE_I,TYPE_II
ENSMUSG00000035305,Ror1,L12,,
ENSMUSG00000110344,RP23-220F20.2,L12,,
ENSMUSG00000018449,Rpain,L12,,
ENSMUSG00000061024,Rrs1,L12,TYPE_I,TYPE_II
ENSMUSG00000022952,Runx1,L12,TYPE_I,
ENSMUSG00000027907,S100a11,L12,,TYPE_II
ENSMUSG00000017009,Sdc4,L12,TYPE_I,TYPE_II
ENSMUSG00000074211,Sdhaf1,L12,TYPE_I,TYPE_II
ENSMUSG00000039364,Sectm1b,L12,,
ENSMUSG00000034684,Sema3f,L12,,
ENSMUSG00000026121,Sema4c,L12,TYPE_I,TYPE_II
ENSMUSG00000066361,Serpina3c,L12,,
ENSMUSG00000017868,Sgk2,L12,,
ENSMUSG00000050931,Sgms2,L12,,TYPE_II
ENSMUSG00000030474,Siglece,L12,TYPE_I,TYPE_II
ENSMUSG00000027660,Skil,L12,,TYPE_II
ENSMUSG00000040918,Slc19a2,L12,TYPE_I,
ENSMUSG00000027397,Slc20a1,L12,TYPE_I,TYPE_II
ENSMUSG00000020334,Slc22a4,L12,,TYPE_II
ENSMUSG00000005802,Slc30a4,L12,,
ENSMUSG00000022094,Slc39a14,L12,TYPE_I,TYPE_II
ENSMUSG00000053897,Slc39a8,L12,TYPE_I,TYPE_II
ENSMUSG00000034591,Slc41a2,L12,TYPE_I,
ENSMUSG00000038178,Slc43a2,L12,TYPE_I,TYPE_II
ENSMUSG00000027737,Slc7a11,L12,,TYPE_II
ENSMUSG00000038059,Smim3,L12,TYPE_I,
ENSMUSG00000027333,Smox,L12,TYPE_I,TYPE_II
ENSMUSG00000042364,Snx18,L12,TYPE_I,TYPE_II
ENSMUSG00000020027,Socs2,L12,TYPE_I,TYPE_II
ENSMUSG00000006818,Sod2,L12,TYPE_I,TYPE_II
ENSMUSG00000098188,Sowahc,L12,,
ENSMUSG00000021990,Spata13,L12,TYPE_I,TYPE_II
ENSMUSG00000027315,Spint1,L12,,TYPE_II
ENSMUSG00000024427,Spry4,L12,TYPE_I,
ENSMUSG00000039911,Spsb1,L12,TYPE_I,TYPE_II
ENSMUSG00000006050,Sra1,L12,,
ENSMUSG00000027828,Ssr3,L12,TYPE_I,
ENSMUSG00000013846,St3gal1,L12,TYPE_I,TYPE_II
ENSMUSG00000020303,Stc2,L12,,
ENSMUSG00000015653,Steap2,L12,,TYPE_II
ENSMUSG00000012428,Steap4,L12,,TYPE_II
ENSMUSG00000042608,Stk40,L12,TYPE_I,
ENSMUSG00000054321,Taf4b,L12,TYPE_I,TYPE_II
ENSMUSG00000025503,Taldo1,L12,,
ENSMUSG00000024985,Tcf7l2,L12,TYPE_I,TYPE_II
ENSMUSG00000055602,Tcp10b,L12,,TYPE_II
ENSMUSG00000034674,Tdg,L12,,
ENSMUSG00000040943,Tet2,L12,,TYPE_II
ENSMUSG00000053469,Tg,L12,,
ENSMUSG00000047407,Tgif1,L12,,TYPE_II
ENSMUSG00000020694,Tlk2,L12,TYPE_I,TYPE_II
ENSMUSG00000039886,Tmem120a,L12,TYPE_I,TYPE_II
ENSMUSG00000087370,Tmem170b,L12,TYPE_I,
ENSMUSG00000048572,Tmem252,L12,,
ENSMUSG00000028420,Tmem38b,L12,TYPE_I,TYPE_II
ENSMUSG00000037613,Tnfrsf23,L12,,TYPE_II
ENSMUSG00000045362,Tnfrsf26,L12,,TYPE_II
ENSMUSG00000020400,Tnip1,L12,TYPE_I,TYPE_II
ENSMUSG00000042265,Trem1,L12,TYPE_I,TYPE_II
ENSMUSG00000032501,Trib1,L12,TYPE_I,
ENSMUSG00000030351,Tspan11,L12,,
ENSMUSG00000034919,Ttc22,L12,,
ENSMUSG00000022498,Txndc11,L12,,TYPE_II
ENSMUSG00000078578,Ube2d3,L12,TYPE_I,
ENSMUSG00000027011,Ube2e3,L12,TYPE_I,
ENSMUSG00000028277,Ube2j1,L12,,
ENSMUSG00000026558,Uck2,L12,TYPE_I,TYPE_II
ENSMUSG00000019951,Uhrf1bp1l,L12,,
ENSMUSG00000020099,Unc5b,L12,TYPE_I,
ENSMUSG00000032376,Usp3,L12,TYPE_I,
ENSMUSG00000024091,Vapa,L12,,
ENSMUSG00000029364,Wsb2,L12,,TYPE_II
ENSMUSG00000020484,Xbp1,L12,,TYPE_II
ENSMUSG00000022285,Ywhaz,L12,TYPE_I,
ENSMUSG00000051390,Zbtb22,L12,TYPE_I,
ENSMUSG00000042677,Zc3h12a,L12,,
ENSMUSG00000055835,Zfp1,L12,,
ENSMUSG00000018347,Zkscan6,L12,TYPE_I,
ENSMUSG00000035671,Zswim4,L12,TYPE_I,TYPE_II
ENSMUSG00000019923,Zwint,L12,TYPE_I,
ENSMUSG00000029860,Zyx,L12,TYPE_I,TYPE_II
ENSMUSG00000032656,Mar-03,L13,,TYPE_II
ENSMUSG00000069873,4930438A08Rik,L13,,
ENSMUSG00000073386,9830107B12Rik,L13,,
ENSMUSG00000015243,Abca1,L13,,TYPE_II
ENSMUSG00000044337,Ackr3,L13,TYPE_I,
ENSMUSG00000020333,Acsl6,L13,,
ENSMUSG00000022893,Adamts1,L13,TYPE_I,
ENSMUSG00000020085,Aifm2,L13,,
ENSMUSG00000060063,Alox5ap,L13,TYPE_I,
ENSMUSG00000028356,Ambp,L13,TYPE_I,
ENSMUSG00000031465,Angpt2,L13,,TYPE_II
ENSMUSG00000032231,Anxa2,L13,,TYPE_II
ENSMUSG00000021814,Anxa7,L13,TYPE_I,
ENSMUSG00000019564,Arid3a,L13,TYPE_I,
ENSMUSG00000047446,Arl4a,L13,TYPE_I,TYPE_II
ENSMUSG00000042607,Asb4,L13,TYPE_I,TYPE_II
ENSMUSG00000057367,Birc2,L13,TYPE_I,TYPE_II
ENSMUSG00000078566,Bnip3,L13,TYPE_I,TYPE_II
ENSMUSG00000022863,Btg3,L13,,
ENSMUSG00000023964,Calcr,L13,,
ENSMUSG00000038357,Camp,L13,,TYPE_II
ENSMUSG00000071005,Ccl19,L13,TYPE_I,TYPE_II
ENSMUSG00000026166,Ccl20,L13,TYPE_I,
ENSMUSG00000074715,Ccl28,L13,,
ENSMUSG00000000982,Ccl3,L13,TYPE_I,TYPE_II
ENSMUSG00000075122,Cd80,L13,TYPE_I,
ENSMUSG00000045664,Cdc42ep2,L13,TYPE_I,TYPE_II
ENSMUSG00000054169,Ceacam10,L13,,
ENSMUSG00000035394,Cfap53,L13,,
ENSMUSG00000030142,Clec4e,L13,TYPE_I,TYPE_II
ENSMUSG00000053931,Cnn3,L13,TYPE_I,TYPE_II
ENSMUSG00000025981,Coq10b,L13,TYPE_I,TYPE_II
ENSMUSG00000036356,Csgalnact1,L13,TYPE_I,TYPE_II
ENSMUSG00000044258,Ctla2a,L13,TYPE_I,TYPE_II
ENSMUSG00000021477,Ctsl,L13,,TYPE_II
ENSMUSG00000029380,Cxcl1,L13,TYPE_I,TYPE_II
ENSMUSG00000029379,Cxcl3,L13,TYPE_I,TYPE_II
ENSMUSG00000030203,Dusp16,L13,TYPE_I,TYPE_II
ENSMUSG00000021890,Eaf1,L13,,
ENSMUSG00000028108,Ecm1,L13,,
ENSMUSG00000041773,Enc1,L13,TYPE_I,TYPE_II
ENSMUSG00000059040,Eno1b,L13,,
ENSMUSG00000060568,Fam78b,L13,,TYPE_II
ENSMUSG00000039753,Fbxl5,L13,,TYPE_II
ENSMUSG00000026415,Fcamr,L13,,
ENSMUSG00000045551,Fpr1,L13,,TYPE_II
ENSMUSG00000052270,Fpr2,L13,TYPE_I,TYPE_II
ENSMUSG00000020530,Ggnbp2,L13,,
ENSMUSG00000006345,Ggt1,L13,TYPE_I,
ENSMUSG00000066407,Gm10263,L13,,
ENSMUSG00000074417,Gm14548,L13,,
ENSMUSG00000034837,Gnat1,L13,,
ENSMUSG00000036402,Gng12,L13,TYPE_I,
ENSMUSG00000036427,Gpi1,L13,,
ENSMUSG00000063234,Gpr84,L13,TYPE_I,TYPE_II
ENSMUSG00000031364,Grpr,L13,,
ENSMUSG00000003665,Has1,L13,TYPE_I,
ENSMUSG00000059108,Ifitm6,L13,TYPE_I,
ENSMUSG00000027776,Il12a,L13,TYPE_I,
ENSMUSG00000027398,Il1b,L13,TYPE_I,TYPE_II
ENSMUSG00000044103,Il1f9,L13,,
ENSMUSG00000015533,Itga2,L13,,
